224,175,126
225,175,126
222,174,127
222,174,127
221,173,127
221,174,127
220,173,127
220,173,127
218,172,128
218,172,128
231,214,199
231,213,196
211,159,133
212,160,132
209,156,131
212,162,131
216,167,129
214,168,127
214,166,124
214,165,122
215,165,118
215,165,118
211,161,115
215,165,118
211,161,115
211,161,115
210,160,115
210,160,115
209,160,115
208,158,114
207,158,114
207,158,114
209,159,114
209,159,114
209,159,114
209,159,115
209,159,115
209,159,115
207,157,113
207,157,113
207,157,113
209,159,114
209,159,114
209,159,114
209,159,115
209,159,114
209,159,114
207,157,113
207,157,113
207,157,113
209,159,114
209,159,114
209,159,114
209,159,115
209,159,115
209,159,115
207,157,114
207,157,114
207,157,114
209,159,114
209,159,114
209,159,114
209,159,115
209,159,115
209,159,115
207,158,114
207,157,114
207,157,114
209,159,114
209,159,114
209,159,114
209,159,115
209,159,115
209,159,115
207,157,114
207,157,113
207,157,113
209,159,114
151,188,163
139,182,159
139,185,165
127,178,170
123,177,172
117,176,168
109,174,170
105,164,159
106,166,164
89,149,158
87,149,161
189,81,56
189,81,56
192,76,49
192,75,48
186,68,44
185,68,44
179,68,45
179,68,45
187,130,100
187,131,101
200,159,125
201,160,125
201,162,127
202,163,127
37,48,59
36,45,57
228,183,138
228,183,138
228,183,138
228,183,138
228,183,138
228,183,138
228,183,138
228,183,138
228,183,138
228,183,138
228,183,138
228,183,138
228,183,138
228,183,138
227,180,134
226,179,133
225,177,132
225,177,131
225,177,131
225,177,131
226,178,131
226,178,131
220,169,125
225,178,133
225,179,133
224,180,139
223,180,140
208,194,183
215,200,188
218,203,190
215,200,189
218,203,191
215,200,188
215,200,188
218,203,190
218,203,191
218,203,191
218,203,191
218,202,189
218,202,189
218,203,190
218,203,191
191,81,55
192,75,48
193,76,49
185,68,44
186,68,45
180,69,46
180,69,46
186,130,100
187,131,101
199,157,123
195,156,124
201,162,127
201,162,127
37,48,59
36,45,57
216,168,123
119,81,83
119,81,83
118,81,82
127,82,80
127,80,77
218,217,221
222,222,224
222,222,224
221,220,223
219,218,222
217,217,220
202,170,68
182,142,63
182,142,63
200,160,85
200,160,86
201,162,85
202,162,86
202,162,83
199,160,79
216,184,95
218,184,98
218,184,98
219,185,102
219,185,102
186,144,72
186,144,72
186,146,56
39,45,65
217,207,198
220,204,190
207,196,189
207,196,189
194,167,143
194,167,143
229,179,132
130,63,51
130,62,50
128,65,47
128,65,48
73,58,51
225,165,119
113,66,58
71,77,61
66,78,62
65,79,62
65,79,61
71,77,59
71,78,59
72,77,59
69,67,58
70,69,62
129,52,70
130,51,71
137,42,61
141,35,52
141,36,44
143,39,45
19,11,17
18,11,17
17,11,18
142,46,52
142,46,52
149,81,68
219,216,222
218,216,222
211,211,211
29,15,23
142,67,68
133,67,60
138,71,61
139,74,62
42,10,17
111,52,39
222,210,104
47,23,18
46,23,19
224,220,91
219,187,101
218,186,102
218,185,99
196,162,124
214,178,124
211,176,123
214,183,118
215,185,115
216,184,112
219,184,111
92,61,57
52,46,39
81,102,139
226,232,239
229,217,219
230,217,223
205,169,140
205,167,136
205,167,136
204,164,132
204,164,132
226,192,162
226,192,162
227,195,169
227,195,169
218,184,160
218,184,160
6,4,4
192,29,68
194,29,63
194,30,65
6,4,4
5,4,4
5,4,4
4,4,4
194,195,187
194,199,193
199,197,192
200,195,192
200,191,189
200,189,184
189,188,181
199,188,188
207,195,196
198,187,184
202,190,189
201,191,186
190,190,185
198,190,189
193,189,187
198,203,205
210,204,200
207,200,198
205,197,189
201,197,191
207,197,189
201,188,179
200,186,179
195,177,168
196,179,169
177,146,124
177,146,124
202,193,193
202,193,193
202,193,193
202,193,193
204,193,194
201,191,192
202,191,192
202,191,192
202,192,194
201,191,193
201,191,194
203,193,194
201,193,195
201,193,195
201,193,195
201,193,195
203,195,198
203,195,198
203,195,198
203,195,198
213,203,199
213,203,199
213,203,199
213,203,199
209,196,193
208,196,193
208,195,193
208,194,190
209,195,192
209,195,192
209,195,192
209,195,192
133,94,60
133,94,60
141,97,60
183,141,78
141,96,60
181,140,79
181,140,79
181,140,79
134,91,60
134,91,60
134,91,60
141,94,60
136,90,59
139,92,59
182,141,78
182,141,78
183,141,77
133,85,57
